Company,Company Path,Industry,Country,employees,marketcap,revenue,earnings,operating-margin,total-assets,total-liabilities,total-debt,net-assets,pe-ratio,ps-ratio
Shui On Land,https://companiesmarketcap.com/shui-on-land,Real Estate,China,3098,,,,,,,,,,
Altus Group,https://companiesmarketcap.com/altus-group,Real Estate,Canada,3000,,,,,,,,,,
Pakuwon Jati Tbk,https://companiesmarketcap.com/pakuwon-jati-tbk,Real Estate,Indonesia,2977,,,,,,,,,,
Hongkong Land,https://companiesmarketcap.com/hongkong-land,Real Estate,Hong Kong,2932,,,,,,,,,,
AvalonBay Communities,https://companiesmarketcap.com/avalonbay-communities,Real Estate,USA,2859,,,,,,,,,,
CubeSmart,https://companiesmarketcap.com/cubesmart,Real Estate,USA,2804,,,,,,,,,,
Wharf REIC,https://companiesmarketcap.com/wharf-reic,Real Estate,Hong Kong,2800,,,,,,,,,,
Unibail-Rodamco-Westfield,https://companiesmarketcap.com/unibail-rodamco-westfield,Real Estate,France,2678,,,,,,,,,,
Opendoor,https://companiesmarketcap.com/opendoor,Real Estate,USA,2570,,,,,,,,,,
Simon Property Group,https://companiesmarketcap.com/simon-property,Real Estate,USA,2500,,,,,,,,,,
Prologis,https://companiesmarketcap.com/prologis,Real Estate,USA,2466,,,,,,,,,,
DLF,https://companiesmarketcap.com/dlf,Real Estate,India,2417,,,,,,,,,,
Equity Residential,https://companiesmarketcap.com/equity-residential,Real Estate,USA,2400,,,,,,,,,,
Godrej Properties,https://companiesmarketcap.com/godrej-properties,Real Estate,India,2391,,,,,,,,,,
Mid-America Apartment Communities,https://companiesmarketcap.com/mid-america-apartment-communities,Real Estate,USA,2387,,,,,,,,,,
Melisron,https://companiesmarketcap.com/melisron,Real Estate,Israel,2266,,,,,,,,,,
ESR,https://companiesmarketcap.com/esr,Real Estate,Hong Kong,2237,,,,,,,,,,
Altarea,https://companiesmarketcap.com/altarea,Real Estate,France,2100,,,,,,,,,,
Reading International,https://companiesmarketcap.com/reading-international,Real Estate,USA,2025,,,,,,,,,,
eXp World Holdings,https://companiesmarketcap.com/exp-world-holdings,Real Estate,USA,2016,,,,,,,,,,
Meritage Homes,https://companiesmarketcap.com/meritage-homes,Real Estate,USA,1921,,,,,,,,,,
SBA Communications,https://companiesmarketcap.com/sba-communications,Real Estate,USA,1834,,,,,,,,,,
TAG Immobilien,https://companiesmarketcap.com/tag-immobilien,Real Estate,Germany,1826,,,,,,,,,,
UOL Group,https://companiesmarketcap.com/uol,Real Estate,Singapore,1800,,,,,,,,,,
AMH (American Homes 4 Rent),https://companiesmarketcap.com/american-homes-4-rent,Real Estate,USA,1794,,,,,,,,,,
Essex Property Trust,https://companiesmarketcap.com/essex-property-trust,Real Estate,USA,1770,,,,,,,,,,
Unite Group (Unite Students),https://companiesmarketcap.com/unite-group,Real Estate,UK,1764,,,,,,,,,,
LEG Immobilien,https://companiesmarketcap.com/leg-immobilien,Real Estate,Germany,1750,,,,,,,,,,
Mirvac Group,https://companiesmarketcap.com/mirvac-group,Real Estate,Australia,1738,,,,,,,,,,
Sarana Menara Nusantara,https://companiesmarketcap.com/sarana-menara-nusantara,Real Estate,Indonesia,1722,,,,,,,,,,
PropertyGuru,https://companiesmarketcap.com/propertyguru,Real Estate,Singapore,1711,,,,,,,,,,
Aroundtown,https://companiesmarketcap.com/aroundtown,Real Estate,Luxembourg,1705,,,,,,,,,,
Sonder Holdings,https://companiesmarketcap.com/sonder,Real Estate,USA,1695,,,,,,,,,,
Camden Property Trust,https://companiesmarketcap.com/camden-property-trust,Real Estate,USA,1650,,,,,,,,,,
Stockland,https://companiesmarketcap.com/stockland,Real Estate,Australia,1600,,,,,,,,,,
Boardwalk Real Estate Investment Trust,https://companiesmarketcap.com/boardwalk-real-estate-investment-trust,Real Estate,Canada,1560,,,,,,,,,,
Altareit,https://companiesmarketcap.com/altareit,Real Estate,France,1526,,,,,,,,,,
